tweet_ID,label,stance_towards_conspiracy,topic,text
9.07E+17,1,3,1,Hot. Fucking. Christ. We're doomed. https://t.co/NfrcY8DXMj
1.05E+18,1,2,0,#geoengineering #climatechange https://t.co/2VvyGIn4Mr
1.05E+18,1,3,1,RT @lbox327: #IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SR…
1.25E+18,0,0,2,"Want to know when spectators come back after #COVID19? When a #vaccine is developed.
https://t.co/dTCZr14Iei
#sportdestinations #sportsbiz #sportsbusiness #sportstourismstrong #tourismstrong #postponedontcancel https://t.co/eOnY7TBn1j"
9.06E+17,1,3,3,"Mark Steyn is filling in on Rush Limbaugh's radio show today, because Rush has had to evacuate his FL home/studio."
1.26E+18,1,3,1,"#LaFuerzaDeLaCiencia 
#CienciaPorMéxico https://t.co/yajsmUlNGk"
1.25E+18,1,3,2,#fuckbillgates #COVIDー19 #COVID19 #nhs #novaccine #fuckvaccines #coronavirus #covidhoax #hoax #FakeNewsEpidemic #lies #Plandemic https://t.co/qMATbFUpia
1.10E+18,1,2,3,"@LukeInSoCo @jessphoenix2018 even if that's the case, is not even certain that CO2 is the responsable for clime change, May be a factor, among dozen, and its impact may be minor.
as absurd as it sounds ""chemtrails"" may have as much of an effect
I do think is healthier to cut CO2 emissions tough"
1.07E+18,1,1,0,"@GOP Winning what? More #massshootings than ever? #climatechange deaths in #Florida #Texas #puertorico and #California? Becoming a laughing stock of the world? Becoming irrelevant in the world? What are we winning exactly? #tradewars that cost companies billions, lost #gm jobs?"
1.11E+18,0,0,0,Climate Change has a temporal reality far beyond the limitations of our current understanding of time. I genuinely believe that we will soon face a flat earth 🌏 equivalent paradigm shift to the current ruling perceptions of time ⏳ #climatestrike https://t.co/UqIqgJRaWW
9.54E+17,1,2,3,"RT @mark_lynas: The @theAGU has just issued a new position paper on geoengineering - though it's now called ""climate intervention"". Says ""m…"
9.07E+17,1,3,1,And they had absolutely no warning. https://t.co/iX126u8QKs
1.11E+18,1,1,0,@eddo_ And climate change deniers. I know this because one brexit supporting acquaintance also denies climate change. I didn't dare ask about flat earth.
1.05E+18,1,1,1,"Ohhh ... Hello ~~ Have a listen
Chemtrails – Senior EPA Official Admits USAF Involved in Aerosol Spraying Program https://t.co/r5FqoHg5Y0"
1.27E+18,0,0,1,@melindagates @BillGates If #blacklivesmatter then why did you and Bill do a #Plandemic that will result in a famine of biblical proportions around the globe? https://t.co/gkLms2W7HP
1.03E+18,1,3,0,@PellyResists it's not #climatechange alone. it's also the evil greedy #globalwarming geoengineering coverup. #climatecrisis
1.26E+18,0,0,1,"6/8/10/12 inch spanner
EXW Price 
≥600 Pieces CNY ¥11.80
Open link for more product information.
https://t.co/NOvGZzYfZW
Open this link to download YICAIBAO for more products.
https://t.co/xn5G9nTlfB
#Sales #deal #exports #COVID19 #coronavirus #Anitta #90DayFiance #Pledis https://t.co/MdC5d7gLfH"
1.27E+18,0,0,1,"5G : Everything You Should Know
https://t.co/3sLBYkvc8O
#5G #India #AdvanceTechWorld #Future #Network #COVIDー19 #Launch5G https://t.co/JgM7uZPWUt"
9.11E+17,1,2,3,@OpChemtrails I’m beginning to believe chemtrails are the real cause of climate change.Playing God with the weather will all end in tears.
9.02E+17,0,0,1,What's the Venn Diagram overlap between climate change deniers and flat earth truthers?
1.01E+18,1,2,3,"When we were so Foolish as to NOT understand the difference between Socialism and Democratic Socialism..we got trump...the flat earthers, climate change deniers, ayn rand followers and the corporate dnc  WHO... https://t.co/MWuuihuY5a"
9.04E+17,0,0,1,"New Orleans, Bogota, Baltimore and Copenhagen among the cities getting it right on climate action: https://t.co/AGDbTDNVda https://t.co/Bt7ucwCKCb"
1.26E+18,1,2,3,"RT @gilmarteran: Que desgraciado, pero sus escoltas no son pendejos andan con tapa bocas"
1.26E+18,1,2,3,"Study has nothing on #chloroquine as #prophylaxis. ""Patients who received one of the treatments of interest within 48 h of diagnosis were included in one of four treatment groups (chloroquine...""
#Guardian:#Trump's #Covid-19 'cure' increases deaths https://t.co/LTFV6uYfsi"
1.02E+18,1,2,0,"@rickgladstone @comradewong @cowellcnd the message is simple. Voluntary commitments to address human induced climate change have failed. The future will seize the present, and destroy its enemies. https://t.co/UAYpsfAVYq (it’s free)"
1.11E+18,1,2,3,"@eileenshorts @KenCaldeira @MichaelEMann @DawnRoseTurner Yes. I've been reading that many (most?) scientists expect us to exceed 2C warming. To prepare for that, it would be irresponsible to not explore geoengineering. Managing climate change is different issue from treating addiction to fossil fuels, though misuse is possible."
9.65E+17,0,0,0,"We need more Saudi/Iraqi Oil
No more pipelines
Support #climatechange
#geoengineering

https://t.co/sCOLUOo5cA"
1.26E+18,1,3,2,"RT @IPEClub: U.S. secures 300 million doses of potential AstraZeneca COVID-19 vaccine #AstraZeneca #vaccine #USA 

https://t.co/bkWRHdPfAS"
1.26E+18,0,0,1,#Corona in #Jerusalem school: #Israel #covid19 #coronavirus https://t.co/iAb2tqw14W
9.52E+17,1,2,0,"RT:DeSmogUK: A #geoengineering plan for unstable glaciers, via yayitsrob TheAtlantic https://t.co/AyVNxXOGPI #climatechange https://t.co/Afxhf6MktF"
9.22E+17,1,1,0,@hadam211 @scienceman52 @dog_snack @jkenney having a conversation with climate change denier is like having a debate with a flat earther.
1.07E+18,1,3,0,#IDoNotConsent #Chemtrails #HAARP #Geoengineering #climatechange What the actual fluck is this? I counted about 50 planes leaving chemtrails on this day. https://t.co/5V1hlT1NMn
9.03E+17,1,2,3,RT @CEAssessment: The developing world is disproportionately harmed by #climatechange but is underrepresented in #geoengineering convo http…
1.03E+18,1,2,1,"RT @PaulEDawson: “[The research was to] find a way to examine the side effects of geoengineering without experimenting on the climate,”

Le…"
1.03E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/zYdjPbHWlA
1.06E+18,1,3,1,RT @lbox327: #IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SRM #Cloudseed…
9.06E+17,1,3,3,@EdHubbard9 @Askrigglad Most brits aren't just atheists they are unlike Muslims intelligent and have picked up a scientific manual and actually read how we 'Became'
9.23E+17,1,2,3,"@rpkenn @washingtonpost When your grandchildren can’t breathe without a gas mask, tell me it’s not about climate change!"
9.46E+17,1,2,0,RT @OceanChampions: Ocean champion @RepMcNerney introduces bill to study #geoengineering as a last-ditch #climatechange solution. https://t…
1.26E+18,1,2,3,"Trabajadores de Marcobre (Minsur) del Proyecto Mina Justa, esperan ser evacuados urgentemente ante aumentos de casos de #COVID19 en la mina. Funcionarios dejaron el lugar y obreros, denuncian, se quedaron en abandono. @jcrequejo @SunafilPeru @vinciuscp @2030Agenda @sylviacp101 https://t.co/AfKJ85GSIx"
1.26E+18,1,3,1,"Nurse Judy Wilson-Griffin was instrumental in creating St. Louis County, #Missouri maternal transport teams for high-risk pregnant mothers + spent her career advocating for Black maternal health outcomes. She died in March of #CoronaVirus  https://t.co/5WztbzreGl"
1.01E+18,1,2,3,"A global #tradewar would damage efforts to combat #climatechange, protect the #environment and fight poverty, according to the UN’s environment chief: https://t.co/A9fjfX9lKB https://t.co/y1WHnpZtur"
1.26E+18,1,3,3,Lessons from the deadly second wave of the 1918 flu pandemic for the coronavirus era - The Washington Post https://t.co/HTb0Y8p5GU
1.27E+18,1,2,3,Democrat Governors are making it up as they go along! #Plandemic #Scamdemic https://t.co/ZQDbEOGcTz
1.27E+18,1,3,1,Did you really think this was about a virus? #NWO #BillGatesIsEvil  #DraintheSwamp https://t.co/A3biW0Nabb
9.03E+17,1,2,1,"Since 1970, the number of disasters worldwide has more than quadrupled to around 400 a year https://t.co/5safnOfWpJ"
9.41E+17,1,2,3,"#Congress Is #Looking Into a #Last-Ditch #ClimateChange #Solution

Congress is considering a proposal to fund research into geoengineering schemes like cloud seeding in an effort to ward off climate change.
https://t.co/LC7eYTjvy5 https://t.co/oTC1niiSY8"
1.03E+18,1,3,1,"Difficult to see how @TurnbullMalcolm changing his mind on legislating emission targets, rather leaving it to regulation is a capitulation to his rebels. That is what Labor was calling for."
1.14E+18,1,3,0,@repblumenauer @youthvgov Are they testifying because they are experts in climate change and studied the correlation of sunspots and solar activity to that of the earth climate which is stronger than levels of CO2?
1.27E+18,1,2,3,#INTERNASIONAL #BillGates #COVID19 #VaksinCOVID19 Bill Gates Siap Berinvestasi untuk Vaksin COVID-19 https://t.co/NSPlAQdJ2t https://t.co/eP9BjUZS8l
9.37E+17,1,3,1,"@makelessnoise I know what you’re saying and generally agree with you, but that’s not entirely true. @smatney59 did her doctoral thesis on Wisdom in Nursing, part of which was documenting the instinctual decisions nurses make in the moment based almost solely on feelings."
1.26E+18,1,1,1,"#Cuarentena #BillGates #OMS #QuedateEnCasa
#PedroSanchez #Vizcarra #Vacuna #COVIDー19 #coronavirus #Trump #China #vaccine #StayHome #vaccine  #QAnons #China #YoMeQuedoEnCasa
 #NWO https://t.co/59y2leYzZs"
1.14E+18,1,1,0,"What has populism given us really? Division, hate, Trump,  Anti Vaxxers who caused measles outbreaks, flat earthers, climate change deniers, Brexit, Boris Johnson, Bannon, the far right, intolerance, misogyny, xenophobia. There is not one positive thing!!!!"
9.21E+17,1,2,3,Scott Pruitt betrays a deep distrust of his own agency with new announcement https://t.co/C0UtPgtXkI https://t.co/2vP4SPjemm
9.22E+17,1,3,1,This is #geoengineering It causes #climatechange &amp; Sever weather https://t.co/eJUS66C7zi #OpChemPBA #Sky
1.09E+18,0,0,0,"@1_TMF_ @BST___1975 @dvibrationz @NikolovScience @Qandew @SetagNodnarb @daveaurkov @poynton_j @KCTaz @JaggerMickOZ @badmoonrising11 @_jchr5667_ @CogitoErgoSumAu @swcrisis @EthonRaptor @terrymorse @EcoSenseNow @Captbobdad @dunvirkin @PolAnimalAus @GillesnFio @boggywood @ElQuesoSabio @KIVUNature @DWinSTL @GuyEric11 @Canberroo @neil_ndbress @JamesDe34061167 @3GHtweets @Alexocasocortez @BennettVarsho @Martel7Charles @Alkynesof @FriendsOScience @miked194765 @SConwaySmith @wiaceka @Ike_Kiefer @reneread @aussiepride1948 @HeisenbergErwin @myearwood65 @su_js1 @SLBCTexas @BigDogStar @ellinjaa @angushulmemusic @kevpluck @saykojack Climate scientists go to university for several years, carry out research for many more, pass expert judgement on the evidence &amp; publish, after being reviewed by expert peers. Then comes someone who hasn't on Twitter saying they are wrong. 🤣 - #climatechange #sciencematters"
1.27E+18,1,2,3,CoronaVirusSCIENCE:     #BillGates   Conspiracy    Theories on    #COVID19   #VACCINE    Echo    Through    The   #African   Continent.              From  #AFPAgency https://t.co/PSM7EDdXQv via @YahooNews
9.03E+17,1,2,1,RT if you agree: We need to act now against #climatechange https://t.co/qPqBqfjGtS
1.04E+18,1,3,0,"Is China running #Geoengineering programme across South West Pacific?

#opchemtrails #aerosols #climatechange #weather #auspol #samoapm #fiji
https://t.co/I2gN8NzUEp https://t.co/GLvQg9XELa"
9.10E+17,0,0,1,RT @Paranormaluv18: Haarp and Other scalar type weapons are responsible for All the Hurricanes not fucking climate Change. The illuminati i…
9.05E+17,0,0,3,From Birther to Dreamer-buster. It's all part of the same agenda. https://t.co/DpUDkRuXhk
1.27E+18,1,3,3,"@Gunntwitt NOTICE THE TIE COLOUR
#NWOcoup #CoronaHoax
Tony Blair urges Government to introduce mass testing programme https://t.co/R6y5xY6QzX"
9.08E+17,1,3,3,"@EvanHandler @kimberlymontse1 #GeoEngineering #HAARP #CloudSeeding &amp; #chemtrails are real.
Whereas #climatechange is a hoax trying to pawn blame off onto ""the people"".🤔"
1.26E+18,0,0,2,"Too much for corporations, not enough for people. We need more. #COVID19 
https://t.co/JVYXCc9bhm"
1.26E+18,1,3,1,"@Solo13074524 @rockshow798 @ExpressGolfnet1 @pantomath__ @realDonaldTrump .. taking as a preventative with HCQ for Covid 19 slows an increase in the risk of death by 45%. This was carried out on 100,000 ppl"
9.62E+17,1,3,0,"#IDoNotConsent #WeDoNotConsent #opstopchemtrails #SkyBastard #Geoengineering #climatechange #BigMoney #HAARP #NEXRAD #EMF #5G #WiFi #RF #LookUp #SilentWarfare
https://t.co/qQD8fBuJsR https://t.co/U1N7jABRY7"
1.01E+18,1,1,1,".@Harvard professor David Keith discussing the risks associated with a form of #Geoengineering known as stratospheric aerosol injection.

His #SCoPEx project is now underway in Arizona: https://t.co/ctIw0hFZz8

Do you consent to this dangerous science experiment?

#WeDoNotConsent https://t.co/P563zxGYPf"
1.27E+18,1,3,3,"It begins! New COVID19 hotspots emerge across US. Here's what you ""need"" to know. #Coronahoax
https://t.co/EfzNjUGpJv"
9.80E+17,1,3,0,"#IDoNotConsent #WeDoNotConsent #opstopchemtrails #SkyBastard #Geoengineering #climatechange #SRM  #BigMoney #HAARP #NEXRAD #EMF #5G #WiFi #RF #LookUp #SilentWarfare
https://t.co/qQD8fBuJsR https://t.co/L0IieFt0Rm"
1.09E+18,1,1,0,@Roopsies @TheRightMelissa @stopdat23 @kellhound24 @JamieLbrown1985 @realDonaldTrump That is the exact argument a climate change denier made to me the other day. I’ll also venture to guess climate change deniers are cut from the same cloth as flat earthers.
1.11E+18,1,2,0,RT @CE_KEI: IMO: Precautionary approach over marine geoengineering solutions for climate change https://t.co/p1TMBn5CYY
1.26E+18,1,3,3,RT @BillKristol: Three months ago today. https://t.co/8fZQwddArJ
1.09E+18,1,3,0,"Basic knowledge on climate change【2】
⑤ Impact of cloud shadow → unknown
⑥ Influence of sunspots → unknown
⑦ Effect of geomagnetism and cosmic rays → unknown
⑧ Influence of plants → unknown

There are many unknown parts about climate change.
What is the truth?"
9.16E+17,1,2,3,@michael_wheller @MayorofLondon climate change deniers are the flat earthers actually
1.11E+18,0,0,0,RT @CE_KEI: IMO: Precautionary approach over marine geoengineering solutions for climate change https://t.co/p1TMBn5CYY
9.62E+17,1,2,3,"@DeplorableJon @edonomics @AshleyRParker Yeah, we get it, you don’t believe in science, journalism, facts, experts, basic human decency. The earth is flat, climate change is a hoax, chem trails control us, and a disgusting orange garbage bag, accused of sexually assaulting 20 women is a great Christian. You’re a genius."
1.26E+18,1,3,1,Siete muertos y récord de contagios de coronavirus en el país: 723 https://t.co/2RtzisyQB1
9.26E+17,0,0,1,Join me tonight for #CSoT from @CascadiaCA. We'll be discussing #geoengineering to combat #climatechange at @nakedcitybeer. #ClimateOnTap https://t.co/l2IfZD934m
9.07E+17,1,1,0,RT @Levity63: Nearly 3 years old today but this on the day another hurricane batters the US #climatechange #trump #flatearthers https://t.c…
1.26E+18,1,3,1,RT @kylegriffin1: A new study gives weight to arguments by medical professionals that wearing a mask does indeed reduce virus transmission…
1.10E+18,1,1,0,"Met a real life flat earther and climate change denier. Most bizarre conversation I've ever had. Didn't even argue coz I couldn't find the words. Also, I've never been aggressively talked down to like that in my life. Weuh."
1.06E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #ChemicalWarfare #BiologicalWarfare #MAGA #potus #breakingnews https://t.co/MQSizcDS8r
1.02E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/7OTjCU5qc1
1.47E+18,1,3,3,#GhislaineMaxwellTrial sick sick sick #Epstein #PedophileIsland all involved... prison for life. No parole. Ever! https://t.co/N8QMtfDUP4
9.54E+17,0,0,1,"RT @OpChemtrails: the UN blames you for climate change, meanwhile ignores this https://t.co/cverAV2fJ7 --==-✈ #opchemtrails #Environment"
1.26E+18,1,3,2,If they felt secure in their odds of getting votes they wouldn’t be pulling these unscrupulous antics. https://t.co/aZH8pjyVNe
9.61E+17,1,2,0,"What is geoengineering? https://t.co/wwdORYyv3J #climatechange #climateaction
#environment
#energy https://t.co/i4Efh1usoP"
1.04E+18,1,2,0,"What is geoengineering? https://t.co/wwdORYyv3J
#climatechange #climateaction 
#environment 
#energy https://t.co/3qaev3c2bx"
9.12E+17,1,3,0,What does this chart mean? #climatechange #sunspot https://t.co/NLl6s0TNeM
9.24E+17,1,1,1,RT @TheEconomist: How geoengineering could reverse climate change https://t.co/LEkw6nJ5iC
9.72E+17,1,3,0,"What is geoengineering? https://t.co/wwdORYyv3J #climatechange #climateaction
#environment
#energy https://t.co/875zN5G0kI"
1.05E+18,1,2,3,"Five geoengineering solutions proposed to fight climate change https://t.co/3GpJBvMARy via @dezeen Good luck with the 5 solutions! When will they get underway?🤣They’re already years into it. This isn’t news, it’s history! @RealGeoEngWatch #Geoengineering"
1.02E+18,0,0,1,"@scottpalmer1776 @edgarrmcgregor @ThisIsZeroHour Well, sunspot activity has been at very low levels over the last 10 years or so and temperatures have been extremely high. We have near unanimous agreement from scientists about human role in climate change. What facet of the natural cycle do you believe has led to current temps?"
1.10E+18,1,1,0,"Not sure if this is the answer. We need to work in the schools to promote critical thinking so flat earthers, anti-Vaxxers  and anti-climate change can figure it out. #conspiracytheories https://t.co/iHHc7DfMIM"
1.27E+18,1,2,3,"@cjtruth @realDonaldTrump Amazing COVID19 isn’t an issue with at packed protests, rioting, and looting! #plandemic"
1.03E+18,1,3,1,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/E6auRgzsI4
9.29E+17,0,0,0,The latest The Lodewijk Hof Daily! https://t.co/qn604ypmxH #climateaction #climatechange
1.26E+18,1,3,3,"RT @mesa_tabares: #SomosContinuidad #SomosCuba 
Esa enfermera se convierte ya en símbolo de la lucha de un país y en la.imagen de la victor…"
1.01E+18,1,3,3,over #Margate right now https://t.co/xFR6NrtqSK #OpChemPBA #SRM
1.26E+18,1,3,1,"@AP @realDonaldTrump And thanks to tweety Trump, they will be confirmed with the coronavirus that Trumpy called a HOAX."
1.26E+18,0,0,1,Israel restricts COVID-19 phone tracking to 'special cases' https://t.co/MmlAgtwG5P https://t.co/TEtZZTPerZ
1.26E+18,1,3,2,"BREAKING NEWS: TUTTE LE NOTIZIE IN DIRETTA DEL 25 MAGGIO!
TROVATO ACCORDO SULLA SCUOLA, IL CONCORSO SI FARÀ, DOPO L'ESTATE. https://t.co/SegytUo6wW
#scuola
#chetempochefa
#Azzolina
#coronavirus"
1.27E+18,1,3,3,"""italiani brava gente"" di @KutoshiK 

#freccetricolore #patriottismo #complottismo #5g #italiansdoitbetter #italianibravagente #coronavirusitalia #covid19 #satiricalcartoon #vignette #kutoshikimimo #sputnink https://t.co/hhyqjA3k36"
1.27E+18,0,0,1,#ChinaLiedAndPeopleDied #Plandemic #PlagueOfCorruption #WalkAwayFromDemocratsForever https://t.co/2yRibqdOUl
9.79E+17,0,0,1,"https://t.co/xE6dxBFtoG An interesting look at the political and scientific momentum around geoengineering, a controversial strategy to stop global climate change. #geoengineering #ice911 #climatechange"
9.52E+17,1,3,0,"Some idiots who believe everything they hear about ""climate change"", don't believe in geo engineering/chem trails. 
THIS needs to be adressed and exposed more. Why do you think the climate seems to be ""changing""? https://t.co/FuPmKNIHDm"
9.05E+17,1,2,1,"Some don't like scientists talking re #climate change during disasters, so before #Irma strikes: Caribbean water temps are abnormally high. https://t.co/JvglgrebEu"
1.26E+18,1,2,1,"While you at it, When level 3 Commenced on June. bear in your mind that, the invisible enemy COVID-19 still exist. Don't be too excited &amp; forget to exercise precautionary measures in place.  

Still there is no CURE. Remain vigilant and considerate of your surroundings. PLEASE!!"
1.26E+18,1,2,3,"RT @OzraeliAvi: #BREAKING: Australian study finds COVID-19 was “optimally designed to infect humans”.

I wonder how long before this Sky Ne…"
1.06E+18,1,2,0,RT @BlackEngineer: Five geoengineering solutions proposed to fight climate change. https://t.co/y2x9f25kb5
1.26E+18,1,2,3,"RT @PaulHRosenberg: ICYMI: Two Models of Freedom: ""It's not government tyranny that's keeping us from living normal lives. It's the virus t…"
9.76E+17,1,2,0,"If you learned everything you know about geoengineering from Hollywood, you'll want to listen to this: https://t.co/FMrvgSPoOt

We dig into the environmental and ethical debate over how one controversial scientific field can help us reverse the effects of climate change. https://t.co/NktfILEWPE"
9.24E+17,1,3,1,RT @TheEconomist: The number of weather-related disasters has quadrupled since 1970. Can “geoengineering” tame climate change? https://t.co…
1.09E+18,1,1,0,"Cli-fi (climate fiction) on the big screen changes minds about real climate change - CNN Trump’s  damage to American democracy and institutions are second to the environment, which shall be the worst. All you naysayers and flat earth people, go to hell. https://t.co/GNwpQyMKBc"
9.05E+17,1,2,1,Tonight - @DickMorrisTweet on DACA &amp; @JohnColemanMRWX on hurricanes &amp; Clim. change &amp;. @Schineman on killing Columbus! #maga #HurricaineIrma
1.27E+18,0,0,2,@Rectitude20 #Plandemic (Covid-19) and #PlandemicPhase2 (Race War/Riots) &amp; whatever distraction comes next has always been about forcing thru #Globalist agenda items (including #Vaccine mandates) and all rolls up to “The Great Reset” &amp; #Blockchain Economy #IoV https://t.co/099YJPfSQD
1.47E+18,0,0,3,RT @DannyVoglesong: Jeffrey Epstein's ''Lolita Express'' jet passengers list includes: #PrinceAndrew #BillClinton #DonaldTrump #GeorgeMitch…
9.05E+17,1,3,1,Hurricane looks like largest ever recorded in the Atlantic!
1.00E+18,1,3,0,RT @RatioScientiae: How Do We Know There is Not a Conspiracy? #flatearth #roundearth #climatechange #GlobalWarming #diversityinscience http…
1.27E+18,1,3,1,Si aggiungono altri 70 milioni. #mtb #bicycle #BicycleDay #5giugno #COVID19  ーhttps://t.co/KF3vvQ4lZL
1.11E+18,1,1,0,"Nature/Climate Change  -  Halving warming with idealized solar geoengineering moderates key climate hazards     
https://t.co/Y2lY6oTwvT"
1.27E+18,0,0,3,@GovInslee wants to ruin more American families #TyrannyInAmerica #Plandemic Coronavirus: Barbershop owner calls for Washington governor’s arrest https://t.co/7DXMYN5F4t
1.13E+18,1,1,0,"@SkyNews We should stop teaching about ecology in case the climate change deniers complain, or geography incase we upset the flat earthers, or biology so the antivaxxers aren't upset.
Should probably not teach history either, eh Esther?"
9.27E+17,0,0,1,@praxeologue (I'm not at all convinced that geoengineering would do something *irresversible*. For the same reason climate change isn't to begin with).
9.04E+17,1,2,3,"RT @hughhunt: A few thoughts on climate change &amp; geoengineering, for what they're worth, on @radio_wolfgang thanks to @Lscottttt  
https://…"
1.26E+18,1,3,3,#NarcissistInChief #SociopathInChief #FireTrump #TrumpDeathToll100K #TrumpHasNoPlan #TrumpIsARacist #TrumpSexualAssault #TrumpIsALaughingStock #TrumpGenocide #TrumpDepression #TrumpIsMorbidlyObese #GirdleBoy #LiarInChief #TrumpGolfsWhile100KDeaths #Loser #COVIDIOT #covid19 #hoax https://t.co/8PBcaneGcI https://t.co/vuTCrZmYn9
9.02E+17,1,3,1,"@sekigonori @mckenziewark because it leads to flat earth theory, climate change denial, orientalism and other stuff mostly"
9.45E+17,1,3,1,"#GeoEngineering NPR's Lulu Garcia Navarro talks with Rep. Jerry McNerney, Democrat of California, about his new bill to research the effects and risks of ""geoengineering"" the planet as a way to fight climate change. Lulu Garcia-Navarro… https://t.co/7aweOzQWQ3 via #hng #news https://t.co/LFNZqsOrXy"
1.27E+18,1,2,3,"@SCOTUS representative #Judges should be LIVE in PERSON regardless of the claimed #COVID19 #Plandemic.
Court over the PHONE SKYPE or other digital means is #BULLSHIT
&amp; they KNOW IT.
They are a bunch of #Chicken#hits caught up in their OWN crimes &amp; blackmail.
#IMO
#repent
#tictoc"
1.00E+18,1,1,0,@DineshDSouza This is what’s known as... how do you say it... complete and utter horseshit. If you think climate change isn’t happening you’re basically a flat earther at this point.
1.27E+18,1,2,1,#COVID1984 #endthelockdown #EndCovidScamNow #BillGatesIsTheVirus https://t.co/52AEeI9E6W
1.01E+18,1,2,3,"Huckabee lies to the morons who obviously cannot think for themselves. Think about it...flat earthers, birthers, climate change deniers, the list goes on and on. https://t.co/aNPlQ90Fc1"
1.26E+18,1,2,3,RT @NikolenDC: NEW: President Trump announces travel ban from Brazil to the US for foreign nationals due to #COVID19. More tonight on @CBSE…
1.27E+18,1,1,1,Before the #Plandemic #Scamdemic disappears into the sands of time...hear the final word on the fakery the left and CCP unleashed on America! https://t.co/z90Z4spPIi
9.70E+17,1,1,0,@CSchwartz18 They are climate change deniers and flat earthers combined.
1.26E+18,1,3,3,".@DebraCGracy 
https://t.co/yMT38m90wC"
1.11E+18,1,2,3,"Thanks God Diamond and Silk weighed in on the cause of climate change.  Finally, the troof comes out.  The “real” cause of climate change is the rotating earth cuz of the friction or something.  

Time to go out and get a V8 and fly across the flat earth to the end.  😂😂😂"
9.23E+17,0,0,1,"RT CRSnews ""The race to save #coffee from #climatechange and other woes. https://t.co/nPcS7ru5y4 By caitlindewey via washingtonpost"""
1.26E+18,1,1,2,"RT @KNWAFOX24: As of Friday, the Department of Health confirms 16 Ozark Mountain employees have active COVID-19 cases.  https://t.co/2eg85G…"
9.03E+17,1,3,1,"RT @eldrsindewereld: Twelve years after Katrina, hurricane Harvey is the third '500 year flood' in three years. Link with climate change is…"
9.34E+17,1,1,0,"How #trump won??""..chemtrail conspiracy theorists believe the planes are spraying chemicals for weather control..even MIND CONTROL""Chemtrails conspiracy theorists are sending death threats to climate scientists-VICE News https://t.co/fykVQ3mZhi"
1.10E+18,0,0,0,"@WriterNaikeZ @godFreeWorld As someone who spent the majority of my life as an agnostic atheist I have become convinced of the supernatural and the overwhelming evidence for God. Not everyone can or will be convinced, look at climate change deniers and flat earthers, we can try, but so be it."
1.26E+18,0,0,1,"@Madhura_G_ @WtmIndia it`s hard for jews to forgive Hitler,&amp; also hard for Japanese to forgive Americans &amp; it`s also hard for coronavirus patients to forgive china for what they have done. 😂"
1.27E+18,1,3,3,#scamdemic #Plandemic #ID2020 #novaccine https://t.co/9fAS0wfvOj
1.26E+18,1,3,1,"The day they discover a vaccine for the Coronavirus there will be a cleric in Pakistan saying ""the ingredients were already mentioned in the Quran 1400 years ago but Muslims didn't have resources to produce the vaccine because India is racist and Israel is occupying Palestine."""
9.03E+17,1,1,1,Hurricane Harvey is a reminder of the cost we pay for #climatechange denial and inaction.https://t.co/5oxpWy60uK https://t.co/gLWPqDgQl1
1.04E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/8rlKcOg5NS
1.26E+18,1,2,3,Hong Kong demonstrators defy lockdowns to protest a sweeping new national security law https://t.co/zoTAIqagpB
1.02E+18,1,3,3,RT @Phantomimic: How Do We Know There is Not a Conspiracy? #flatearth #roundearth #climatechange #GlobalWarming #diversityinscience https:/…
9.67E+17,1,2,1,"RT @mileskimball: A fascinating piece by Gernot Wagner and Martin Weizman on geoengineering to fight climate change, previewing their new b…"
9.49E+17,0,0,0,"RT @VicStoddard: ""Stupid libs believing the story about the Gorilla Channel.""

But climate change is fake, Hillary is a criminal, chemtrail…"
